5523,"Abdul-Rassoul, M. S.; Dawah, H. A.; Othman, N. Y.",1978.,197804,"Records of insect collection (Part I) in the Natural History Research Centre, Baghdad.",Bull. Nat. Hist. Res. Cent. Univ. Baghdad 7(2):1-6.,"{Formicidae pp. 4-6.} Paper deals with Cicadelloidea, Dermaptera, and Formicidae.",PSW
6269,"Azuma, M.",1953.,,"On the myrmecological fauna of Mt. Rokko, Hyogo Prefecture. [In Japanese.]",Warera 2:1-7.,"{Not seen. Cited in Onoyama (1980) and Onoyama & Terayama (1994).} Contains description of Leptothorax arimensis (page 3). According to Onoyama (1980:194) Warera ""is a school magazine and not a scientific journal"".",None
3777,"Azuma, M.",1955.,19551110,A list of ants (Formicidae) from Hokkaido Is. [In Japanese.],Hyogo Biol. 3:79-80.,"From original, and from citations in Onoyama (1980) and Onoyama & Terayama (1994). Bolton (1995b) gives incorrect page numbers (""1-2"").",PSW
6270,"Azuma, M.",1977a.,197702,"On the myrmecological-fauna of Mt. Rokko, Hyogo, with description of a new species (Formicidae, Hymenoptera). [In Japanese.]",Hyogo Biol. 7:112-118.,"Also cited in Onoyama (1980) and Onoyama & Terayama (1994). Bolton (1995b) gives incorrect page numbers (""114-116"").",PSW
7410,"Azuma, M.",1977b.,,Formicidae. [In Japanese.],"Pp. 319-324 in: Ito, S., Okutani, T., Hiura, I. (eds.)  Colored illustrations of the insects of Japan. Vol. 2. [In Japanese.]  Osaka: Hoikusha Co. Ltd.",* Get total number of pages in whole work. {Not seen. Cited in Onoyama (1980) and Onoyama & Terayama (1994).},None
7783,"Baba, K.",1935.,19351231,Some hymenopterous insects from Sado Island. [In Japanese.],Mushi 8:83-85.,{Ants p. 85.} Cited in Okano (1989) and Onoyama & Terayama (1994).,PSW
7916,"Baba, K.; Inoue, S.",1936.,19361115,"The list of insects collected in Awashima Is., Nigata. [In Japanese.]",Insect World 40:401-403.,"{Ants p. 402.} Cited in Okano (1989). ANTBIB Misc. Notes, p. 201.",PSW
7712,"Baba, Y.",1987.,19871010,"On the ants of Shirakawa, Fukushima Prefecture. [Abstract.] [In Japanese.]",Ari 15:4.,,PSW
6610,"Bachmayer, F.",1960.,1960,Insektenreste aus den Congerienschichten (Pannon) von Brunn-Vösendorf (südl. von Wien) Niederösterreich.,Sitzungsber. Österr. Akad. Wiss. Math.-Naturwiss. Kl. Abt. I 169:11-16.,"Evenhuis (1994b) dates other Bachmayer articles in this journal, in vols. 170 and 183, to the nearest month, whereas Beier articles in vols. 161 and 164 are ""31 December+"". ANTBIB Misc. Notes, pp. 150, 159.",PSW
4770,"Baena, M. L.; Alberico, M.",1991.,199112,Relaciones biogeográficas de las hormigas de la Isla Gorgona.,Rev. Colomb. Entomol. 17(2):24-31.,"{Possibly published later, but no precise publication date given. Issue labelled ""Julio-Diciembre 1991"".}",Seen(PSW)
7472,"Báez, M.; Ortega, G.",1978.,197812,Lista preliminar de los Himenópteros de las Islas Canarias.,Bol. Asoc. Esp. Entomol. 2:185-199.,"{Ants pp. 189-190.} ANTBIB Misc. Notes, p. 166.",Seen(PSW)
7831,"Baggini, A.; Pavan, M.; Ronchetti, G.; Valcurone, M. L.",1959.,195908,Primi cenni sui risultati del censimento in corso delle formiche del gruppo Formica rufa sulle Alpi italiane.,Not. For. Mont. 4:1914-1916.,"ANTBIB Misc. Notes, p. 191. English summary in Cotti (1963).",PSW
4797,"Bagnall, R. S.",1906a.,190606,"Formicoxenus nitidulus, Nyl., in the Northumberland and Durham district.",Entomol. Mon. Mag. 42:140.,,PSW
4799,"Bagnall, R. S.",1906b.,190609,"Formicoxenus nitidulus, Nyl., male, as British.",Entomol. Mon. Mag. 42:210.,,PSW
7879,"Bagnères, A.-G.; Billen, J. P. J.; Morgan, E. D.",1991.,199108,"Volatile secretion of Dufour gland of workers of an army ant, Dorylus (Anomma) molestus.",J. Chem. Ecol. 17:1633-1639.,"Second author as Billen, J.",Seen(PSW)
2582,"Bagnères, A.-G.; Morgan, E. D.; Clement, J.-L.",1991.,19910307,"Species-specific secretions of the Dufour glands of three species of formicine ants (Hymenoptera, Formicidae).",Biochem. Syst. Ecol. 19:25-33.,,PSW
4805,"Bahntje, E.",1939a.,19390501,Beiträge zu einer Ameisenfauna des Landes Braunschweig. [part],Entomol. Rundsch. 56:175-178.,"See ANTBIB Misc. Notes, p. 59.",PSW
6206,"Bahntje, E.",1939b.,19390515,Beiträge zu einer Ameisenfauna des Landes Braunschweig. [part],Entomol. Rundsch. 56:199-202.,"See ANTBIB Misc. Notes, p. 59.",PSW
6207,"Bahntje, E.",1939c.,19390601,Beiträge zu einer Ameisenfauna des Landes Braunschweig. [concl.],Entomol. Rundsch. 56:228-230.,"See ANTBIB Misc. Notes, p. 59.",PSW
6482,"Baiocco, L. M.; Cunha, M. S. da.",1992.,1992,"Histologia das glândulas exócrinas em rainhas de Monomorium pharaonis (Linneaus, 1758) [sic] (Hymenoptera, Formicidae).",Naturalia (São Paulo) 17:139-152.,,PSW
5017,"Baird, A. B.","1922 (""1921"").",192206,Some notes on the female reproductive organs in the Hymenoptera.,Proc. Acadian Entomol. Soc. 7:73-88.,,PSW
7446,"Baker, D. B.",1994.,199410,The date of the Hymenoptera section of the Exploration scientifique de l'Algérie.,Arch. Nat. Hist. 21:345-350.,"No more precise date from the apparent next issue, Arch. Nat. Hist. 22(1) (UCB, 30.vi.1995).",Seen(PSW)
3719,"Baldridge, R. S.; Rettenmeyer, C. W.; Watkins, J. F., II.",1980.,19800102,"Seasonal, nocturnal and diurnal flight periodicities of Nearctic army ant males (Hymenoptera: Formicidae).",J. Kans. Entomol. Soc. 53:189-204.,,PSW
4847,"Ball, D. E.; Vinson, S. B.",1984.,198408,"Anatomy and histology of the male reproductive system of the fire ant, Solenopsis invicta Buren (Hymenoptera: Formicidae).",Int. J. Insect Morphol. Embryol. 13:283-294.,,PSW
6571,"Ball, G. E. (ed.)",1985.,1985,"Taxonomy, phylogeny, and zoogeography of beetles and ants: a volume dedicated to the memory of Philip Jackson Darlington, Jr., 1904-1983.",Ser. Entomol. (Dordr.) 33:1-514.,"Dordrecht: W. Junk, xiii + 514 pp.",Seen
2661,"Baltazar, C. R.",1966.,19660430,"A catalogue of Philippine Hymenoptera (with a bibliography, 1758-1963).",Pac. Insects Monogr. 8:1-488.,Date from Bolton.,PSW(part)
3720,"Banert, P.; Pisarski, B.",1972.,19721125,Mrówki (Formicidae) Sudetów.,Fragm. Faun. (Warsaw) 18:345-359.,,PSW
7654,"Barandica, J. M.; López, F.; Martínez, M. D.; Ortuño, V. M.",1994.,19940304,"The larvae of Leptanilla charonea and Leptanilla zaballosi (Hymenoptera, Formicidae).",Dtsch. Entomol. Z. (N.F.)41:147-153.,,PSW
4798,"Barker, E. E.",1903.,19031210,The bull-ants of Victoria.,Vic. Nat. (Melb.) 20:104-111.,Date from Shattuck.,PSW
2291,"Baroni Urbani, C.",1962.,1962,Studi sulla mirmecofauna d'Italia. I.,Redia 47:129-138.,Date from Bolton.,PSW
2662,"Baroni Urbani, C.",1964a.,196402,Su alcune formiche raccolte in Turchia.,Annu. Ist. Mus. Zool. Univ. Napoli 16:1-12.,Date from Bolton.,PSW
3487,"Baroni Urbani, C.",1964b.,19641230,Studi sulla mirmecofauna d'Italia. II. Formiche di Sicilia.,Atti Accad. Gioenia Sci. Nat. (6)16:25-66.,Date from Bolton.,PSW
3722,"Baroni Urbani, C.",1964c.,19641231,"Formiche dell'Italia appenninica (Studi sulla mirmecofauna d'Italia, III).",Mem. Mus. Civ. Stor. Nat. Verona 12:149-172.,Date from Bolton.,PSW
2531,"Baroni Urbani, C.",1966.,196609,"Osservazioni diverse intorno al nomadismo dell'Aphaenogaster picena Baroni con particolare riguardo all'orientamento (Hymenoptera, Formicidae).",Insectes Soc. 13:69-86.,Nomen nudum A. picena. Dépot legal date.,PSW
3488,"Baroni Urbani, C.",1967.,1967,Le distribuzioni geografiche discontinue dei Formicidi mirmecobiotici.,Arch. Bot. Biogeogr. Ital. 43[=(4)12]:355-365.,UCB BioSci. QK1.A79.,PSW
837,"Baroni Urbani, C.",1968a.,19680802,Studi sulla mirmecofauna d'Italia. V. Aspetti ecologici della Riviera del M. Cònero.,Boll. Zool. 35:39-76.,,PSW
3430,"Baroni Urbani, C.",1968b.,19680917,Über die eigenartige Morphologie der männlichen Genitalien des Genus Diplorhoptrum Mayr (Hymenoptera Formicidae) und die taxonomischen Schlussfolgerungen.,Z. Morphol. Tiere 63:63-74.,Bolton (1995b) has incorrect date of 10.vi.1968.,PSW
3724,"Baroni Urbani, C.",1968c.,19681002,Ultrastruttura comparata dei muscoli dell'alitronco dei Formicidi.,Boll. Zool. 35:203-217.,"Appeared in volume 35, but in an issue which was misprinted throughout as volume 36.",PSW
3445,"Baroni Urbani, C.",1968d.,196810,Monogyny in ant societies.,Zool. Anz. 181:269-277.,,PSW
2544,"Baroni Urbani, C.",1968e.,19681201,Studi sulla mirmecofauna d'Italia. IV. La fauna mirmecologica delle isole Maltesi ed il suo significato ecologico e biogeografico.,"Ann. Mus. Civ. Stor. Nat. ""Giacomo Doria"" 77:408-559.",,PSW
3725,"Baroni Urbani, C.",1968f.,1968,Studi sulla mirmecofaune d'Italia. VI. Il popolamento mirmecologico delle isole Maltesi.,Arch. Bot. Biogeogr. Ital. 44:224-241.,UCB BioSci. QK1.A79.,PSW
3489,"Baroni Urbani, C.",1969a.,19690420,Una nuova specie di Oligomyrmex del Sahara meridionale (Hymenoptera Formicidae).,Boll. Soc. Entomol. Ital. 99-101:74-77.,,PSW
3486,"Baroni Urbani, C.",1969b.,19691020,Gli Strongylognathus del gruppo huberi nell'Europa occidentale: saggio di una revisione basata sulla casta operaia (Hymenoptera Formicidae).,Boll. Soc. Entomol. Ital. 99-101:132-168.,,PSW
3491,"Baroni Urbani, C.",1969c.,19691110,Una nuova Cataglyphis dei Monti dell'Anatolia (Hymenoptera: Formicidae).,Fragm. Entomol. 6:213-222.,,PSW
3191,"Baroni Urbani, C.","1969d (""1968"").",1969,Studi sulla mirmecofauna d'Italia. VII. L'Isola di Montecristo.,Atti Soc. Toscana Sci. Nat. Mem. Ser. B 75:95-107.,"{Volume 75 is dated ""1968"" but this is contradicted by receipt dates of manuscript proofs as late as 22 February 1969.} ANTBIB Misc. Notes, p. 138.",PSW
3484,"Baroni Urbani, C.","1969e (""1968"").",1969,Studi sulla mirmecofauna d'Italia. VIII. L'Isola di Giannutri ed alcuni scogli minori dell'arcipelago Toscano.,Atti Soc. Toscana Sci. Nat. Mem. Ser. B 75:325-338.,"{Volume 75 is dated ""1968"" but this is contradicted by receipt dates of manuscript proofs as late as 22 February 1969.} ANTBIB Misc. Notes, p. 138.",PSW
3723,"Baroni Urbani, C.",1969f.,1969,Ant communities of the high-altitude Appennine grasslands.,Ecology 50:488-492.,"""Late Spring 1969""",PSW
3495,"Baroni Urbani, C.",1971a.,19710221,Studi sulla mirmecofauna d'Italia. IX. Una nuova specie di Aphaenogaster (Hymenoptera Formicidae).,Boll. Soc. Entomol. Ital. 103:32-41.,,PSW
2663,"Baroni Urbani, C.",1971b.,19711220,Einige Homonymien in der Familie Formicidae (Hymenoptera).,Mitt. Schweiz. Entomol. Ges. 44:360-362.,,PSW
3727,"Baroni Urbani, C.",1971c.,19711230,Catalogo delle specie di Formicidae d'Italia (Studi sulla mirmecofauna d'Italia X).,Mem. Soc. Entomol. Ital. 50:5-287.,"Some uncertainty about date of publication remains. Presented at BMNH 26 Feb. 1973, rec'd at Biosis 1973. See ANTBIB Misc. Notes, p.32. Listed in Zool. Record (1971). Bolton accepts date as 30 Dec. 1971.",PSW
3496,"Baroni Urbani, C.",1971d.,197112,Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen.,Rev. Suisse Zool. 78:1037-1067.,,PSW
3497,"Baroni Urbani, C.",1972.,197204,"Studi sui Camponotus (Hymenoptera, Formicidae).",Verh. Naturforsch. Ges. Basel 82:122-135.,"Date from Bolton. A more precise date may be available (cf. dating of Baroni Urbani, Stemmler, Wittmer & Würmli, 1973).",PSW
3498,"Baroni Urbani, C.",1973a.,19731228,"Die Gattung Xenometra, ein objektives Synonym (Hymenoptera, Formicidae).",Mitt. Schweiz. Entomol. Ges. 46:199-201.,Date from Bolton.,PSW
2820,"Baroni Urbani, C.",1973b.,197312,Katalog der Typen von Formicidae (Hymenoptera) der Sammlung des Naturhistorischen Museums Basel.,Mitt. Entomol. Ges. Basel (n.s.)23:122-152.,,PSW
3503,"Baroni Urbani, C.",1974a.,19740215,Studi sulla mirmecofauna d'Italia. XII. Le Isole Pontine.,Fragm. Entomol. 9:225-252.,,PSW
3504,"Baroni Urbani, C.",1974b.,197404,Compétition et association dans les biocénoses de fourmis insulaires.,Rev. Suisse Zool. 81:103-135.,,PSW
2723,"Baroni Urbani, C.",1974c.,1974,Polymorphismus in der Ameisengattung Camponotus aus morphologischer Sicht.,"Pp. 543-564 in: Schmidt, G. H. (ed.)  Sozialpolymorphismus bei Insekten. Probleme der Kastenbildung im Tierreich.  Stuttgart: Wissenschaftliche Verlagsgesellschaft mbH, xxiv + 974 pp.",,PSW
2664,"Baroni Urbani, C.",1975a.,19751001,Primi reperti del genere Calyptomyrmex Emery nel subcontinente Indiano.,Entomol. Basil. 1:395-411.,Date from Bolton.,PSW
2665,"Baroni Urbani, C.",1975b.,19751228,Contributo alla conoscenza dei generi Belonopelta Mayr e Leiopelta gen. n. (Hymenoptera: Formicidae).,Mitt. Schweiz. Entomol. Ges. 48:295-310.,Date from Bolton.,PSW
2589,"Baroni Urbani, C.",1976a.,197603,Réinterprétation du polymorphisme de la caste ouvrière chez les fourmis à l'aide de la régression polynomiale.,Rev. Suisse Zool. 83:105-110.,,PSW
3508,"Baroni Urbani, C.",1976b.,19761110,Le formiche dell'arcipelago della Galita (Tunisia).,Redia 59:207-223.,,PSW
3511,"Baroni Urbani, C.",1977a.,19770107,Ergebnisse der Bhutan-Expedition 1972 des Naturhistorischen Museums in Basel. Hymenoptera: Fam. Formicidae Genus Mayriella.,Entomol. Basil. 2:411-414.,Date from Bolton.,PSW
3512,"Baroni Urbani, C.",1977b.,19770107,"Ergebnisse der Bhutan-Expedition 1972 des Naturhistorischen Museums in Basel. Hymenoptera: Fam. Formicidae Genus Stenamma, con una nuova specie del Kashmir.",Entomol. Basil. 2:415-422.,Date from Bolton.,PSW
3513,"Baroni Urbani, C.",1977c.,19770107,Materiali per una revisione della sottofamiglia Leptanillinae Emery (Hymenoptera: Formicidae).,Entomol. Basil. 2:427-488.,Date from Bolton.,PSW
3509,"Baroni Urbani, C.",1977d.,19770331,Les espèces européennes du genre Proceratium Roger (Hymenoptera: Formicidae).,Mitt. Schweiz. Entomol. Ges. 50:91-93.,Date from Bolton.,PSW
2819,"Baroni Urbani, C.",1977e.,197709,Katalog der Typen von Formicidae (Hymenoptera) der Sammlung des Naturhistorischen Museums Basel (2. Teil).,Mitt. Entomol. Ges. Basel (n.s.)27:61-102.,,PSW
3510,"Baroni Urbani, C.",1977f.,1977,"Discothyrea Stumperi n. sp. du Bhoutan, premier représentant du genre dans le Subcontinent Indien (Hymenoptera: Formicidae).",Arch. Inst. Grand-Ducal Luxemb. (n.s.)37:97-101.,"Date from Bolton. Bolton (1995b) miscites ""Bhoutan"" as ""Bhutan"" in title.",PSW
3514,"Baroni Urbani, C.",1978a.,19780215,Contributo alla conoscenza del genere Amblyopone Erichson (Hymenoptera: Formicidae).,Mitt. Schweiz. Entomol. Ges. 51:39-51.,Date from Bolton.,PSW
3515,"Baroni Urbani, C.",1978b.,19781018,"Materiali per una revisione dei Leptothorax neotropicali appartenenti al sottogenere Macromischa Roger, n. comb. (Hymenoptera: Formicidae).",Entomol. Basil. 3:395-618.,Date from Bolton.,PSW
3516,"Baroni Urbani, C.",1978c.,19781231,Analyse de quelques facteurs autécologiques influençant la microdistribution des fourmis dans les îles de l'archipel toscan.,Mitt. Schweiz. Entomol. Ges. 51:367-376.,,PSW
4159,"Baroni Urbani, C.",1978d.,1978,Appendix 1. Table 1. Adult populations in ant colonies.,"Pp. 334-335 in: Brian, M. V. (ed.)  Production ecology of ants and termites. IBP vol. 13.  Cambridge: Cambridge University Press, xvii + 409 pp.",,PSW
3520,"Baroni Urbani, C.",1980a.,19800428,Die Stellung der Gattung Aratromyrmex Stitz (Hymenoptera: Formicidae).,Mitt. Zool. Mus. Berl. 56:95-96.,,PSW
3521,"Baroni Urbani, C.",1980b.,19800731,First description of fossil gardening ants. (Amber Collection Stuttgart and Natural History Museum Basel; Hymenoptera: Formicidae. I: Attini).,Stuttg. Beitr. Naturkd. Ser. B (Geol. Paläontol.) 54:1-13.,,PSW
3522,"Baroni Urbani, C.",1980c.,19800731,"Anochetus corayi n. sp., the first fossil Odontomachiti ant. (Amber Collection Stuttgart: Hymenoptera, Formicidae. II: Odontomachiti).",Stuttg. Beitr. Naturkd. Ser. B (Geol. Paläontol.) 55:1-6.,,PSW
3519,"Baroni Urbani, C.",1980d.,19801201,"The first fossil species of the Australian ant genus Leptomyrmex in amber from the Dominican Republic. (Amber Collection Stuttgart: Hymenoptera, Formicidae. III: Leptomyrmicini).",Stuttg. Beitr. Naturkd. Ser. B (Geol. Paläontol.) 62:1-10.,,PSW
3523,"Baroni Urbani, C.",1980e.,19801215,"The ant genus Gnamptogenys in Dominican Amber. (Amber Collection Stuttgart: Hymenoptera, Formicidae. IV: Ectatommini).",Stuttg. Beitr. Naturkd. Ser. B (Geol. Paläontol.) 67:1-10.,,PSW
2666,"Baroni Urbani, C.","1984 (""1983"").",19840210,Clave para la determinación de los géneros de hormigas neotropicales.,Graellsia 39:73-82.,Date from Bolton.,PSW
1467,"Baroni Urbani, C.",1987.,1987,Comparative feeding strategies in two harvesting ants.,"Pp. 509-510 in: Eder, J., Rembold, H. (eds.)  Chemistry and biology of social insects.  München: Verlag J. Peperny, xxxv + 757 pp.",,PSW
5868,"Baroni Urbani, C.",1989.,198910,"Phylogeny and behavioural evolution in ants, with a discussion of the role of behaviour in evolutionary processes.",Ethol. Ecol. Evol. 1:137-168.,,PSW
1629,"Baroni Urbani, C.",1990.,199008,Comparing different hypotheses about the origins and patterns of ant diversity.,"Pp. 309-310 in: Veeresh, G. K., Mallik, B., Viraktamath, C. A. (eds.)  Social insects and the environment. Proceedings of the 11th International Congress of IUSSI, 1990.  New Delhi: Oxford & IBH Publishing Co., xxxi + 765 pp.",,PSW
6553,"Baroni Urbani, C.",1993.,1993,"The diversity and evolution of recruitment behaviour in ants, with a discussion of the usefulness of parsimony criteria in the reconstruction of evolutionary histories.",Insectes Soc. 40:233-260.,,PSW
6617,"Baroni Urbani, C.",1994a.,19940315,"The identity of the Dominican Paraponera (Amber Collection Stuttgart: Hymenoptera, Formicidae. V: Ponerinae, partim).",Stuttg. Beitr. Naturkd. Ser. B (Geol. Paläontol.) 197:1-9.,,PSW
6615,"Baroni Urbani, C.",1994b.,19940420,[Untitled. Strumigenys schleeorum Baroni Urbani n. sp.],"Pp. 35-38 in: Baroni Urbani, C., De Andrade, M. L.  First description of fossil Dacetini ants with a critical analysis of the current classification of the tribe (Amber Collection Stuttgart: Hymenoptera, Formicidae. VI: Dacetini).  Stuttg. Beitr. Naturkd. Ser. B (Geol. Paläontol.) 198:1-65.",,PSW
6616,"Baroni Urbani, C.",1994c.,19940420,[Untitled. Acanthognathus poinari Baroni Urbani n. sp.],"Pp. 41-44 in: Baroni Urbani, C., De Andrade, M. L.  First description of fossil Dacetini ants with a critical analysis of the current classification of the tribe (Amber Collection Stuttgart: Hymenoptera, Formicidae. VI: Dacetini).  Stuttg. Beitr. Naturkd. Ser. B (Geol. Paläontol.) 198:1-65.",,PSW
7469,"Baroni Urbani, C.",1995.,19950320,"Invasion and extinction in the West Indian ant fauna revisited: the example of Pheidole (Amber Collection Stuttgart: Hymenoptera, Formicidae. VIII: Myrmicinae, partim).",Stuttg. Beitr. Naturkd. Ser. B (Geol. Paläontol.) 222:1-12.,,PSW
3524,"Baroni Urbani, C.; Aktaç, N.",1981.,19810630,The competition for food and circadian succession in the ant fauna of a representitive Anatolian semi-steppic environment.,Mitt. Schweiz. Entomol. Ges. 54:33-56.,,PSW
5998,"Baroni Urbani, C.; Aktaç, N.; Camlitepe, Y.",1989.,19891215,"Disclosing the mystery of Messor caducus Motschulsky (Hymenoptera, Formicidae).",Mitt. Schweiz. Entomol. Ges. 62:291-301.,Date from Bolton.,PSW
6182,"Baroni Urbani, C.; Bolton, B.; Ward, P. S.",1992.,199210,The internal phylogeny of ants (Hymenoptera: Formicidae).,Syst. Entomol. 17:301-329.,,PSW
3506,"Baroni Urbani, C.; Collingwood, C. A.",1976.,19760331,"A numerical analysis of the distribution of British Formicidae (Hymenoptera, Aculeata).",Verh. Naturforsch. Ges. Basel 85:51-91.,,PSW
2668,"Baroni Urbani, C.; Collingwood, C. A.",1977.,197711,"The zoogeography of ants (Hymenoptera, Formicidae) in northern Europe.",Acta Zool. Fenn. 152:1-34.,,PSW
6432,"Baroni Urbani, C.; De Andrade, M. L.",1993.,199305,"Perissomyrmex monticola n. sp., from Bhutan: the first natural record for a presumed Neotropical genus with a discussion on its taxonomic status.",Trop. Zool. 6:89-95.,Date from Bolton.,PSW
6612,"Baroni Urbani, C.; De Andrade, M. L.",1994.,19940420,"First description of fossil Dacetini ants with a critical analysis of the current classification of the tribe (Amber Collection Stuttgart: Hymenoptera, Formicidae. VI: Dacetini).",Stuttg. Beitr. Naturkd. Ser. B (Geol. Paläontol.) 198:1-65.,,PSW
3832,"Baroni Urbani, C.; Graeser, S.",1987.,19871215,REM-Analysen an einer pyritisierten Ameise aus Baltischem Bernstein.,Stuttg. Beitr. Naturkd. Ser. B (Geol. Paläontol.) 133:1-16.,Date from Bolton.,PSW
3517,"Baroni Urbani, C.; Kutter, N.",1979.,19791231,Première analyse biométrique du polymorphisme de la caste ouvrière chez les fourmis du genre Pheidologeton (Hymenoptera: Aculeata).,Mitt. Schweiz. Entomol. Ges. 52:377-389.,,PSW
1483,"Baroni Urbani, C.; Pisarski, B.",1977.,1977,Appendix 1. Table 2. Density of ant colonies and individuals in various regions and biotopes.,"Pp. 336-339 in: Brian, M. V. (ed.)  Production ecology of ants and termites. IBP vol. 13.  Cambridge: Cambridge University Press, xvii + 409 pp.",,PSW
3525,"Baroni Urbani, C.; Saunders, J. B.","1982 (""1980"").",1982,The fauna of the Dominican Republic amber: the present status of knowledge.,"Pp. 213-223 in: Collado, N. J. (ed.)  Transactions of the 9th Caribbean Geological Conference, Santo Domingo, Dominican Republic, 1980. Volume 1.  Santo Domingo: Ninth Caribbean Geological Conference, xx + 389 pp.","ANTBIB Misc. Notes, p. 111. Date (1982) from annotation on reprint received from Baroni Urbani. STAN Earth Sci. 557.29.C277.",PSW
3502,"Baroni Urbani, C.; Stemmler, O.; Wittmer, W.; Würmli, M.",1973.,19731231,Zoologische Expedition des Naturhistorischen Museums Basel in das Königreich Bhutan.,Verh. Naturforsch. Ges. Basel 83:319-336.,,PSW
3531,"Baroni Urbani, C.; Wilson, E. O.",1987.,19871006,The fossil members of the ant tribe Leptomyrmecini (Hymenoptera: Formicidae).,Psyche (Camb.) 94:1-8.,Date from Bolton.,PSW
6816,"Barquín, J.",1981.,1981,"Las hormigas de Canarias. Taxonomía, ecología y distribución de los Formicidae.",Colecc. Monogr. (Secr. Publ. Univ. La Laguna) 3:1-584.,"Partial phtotcopy rec'd from the author (19.ix.1995). Also cited in Hohmann et al. (1993:690). Author given as Barquín Diez, J. (but later cites himself as Barquín, J.).",PSW(part)
3675,"Barr, D.; Boven, J. K. A. van; Gotwald, W. H., Jr.",1985.,198501,Phenetic studies of African army ant queens of the genus Dorylus (Hymenoptera: Formicidae).,Syst. Entomol. 10:1-10.,,PSW
3674,"Barr, D.; Gotwald, W. H., Jr.",1982.,19821210,Phenetic affinities of males of the army ant genus Dorylus (Hymenoptera: Formicidae: Dorylinae).,Can. J. Zool. 60:2652-2658.,,PSW
4634,"Barrett, C.",1927.,19271207,Ant life in Central Australia.,Vic. Nat. (Melb.) 44:209-212.,From Bolton. Date from Shattuck.,PSW
7698,"Barrett, K. E. J.",1963.,19630115,"Ants (Hym., Formicidae) from the Chobham Common Area of Surrey.",Entomol. Rec. J. Var. 75:29-30.,,Seen(PSW)
7699,"Barrett, K. E. J.",1964.,19641215,Ant records and observations for 1964.,Entomol. Rec. J. Var. 76:287-289.,,Seen(PSW)
7700,"Barrett, K. E. J.",1965.,19651115,Ant records and observations for 1965.,Entomol. Rec. J. Var. 77:248-252.,,Seen(PSW)
7136,"Barrett, K. E. J.",1967.,19670415,Ants in south Brittany.,Entomol. Rec. J. Var. 79:112-116.,UCB BioSci Library.,Seen(PSW)
6434,"Barrett, K. E. J.",1968a.,196803,"A survey of the distribution and present status of the wood ant, Formica rufa L. (Hym., Formicidae) in England and Wales.",Trans. Soc. Br. Entomol. 17:217-233.,,PSW
6435,"Barrett, K. E. J.",1968b.,196803,The distribution of ants in central southern England.,Trans. Soc. Br. Entomol. 17:235-250.,,PSW
2953,"Barrett, K. E. J.",1968c.,19680726,Ants in western France.,Entomologist 101:153-155.,,PSW
5504,"Barrett, K. E. J.","1969 (""1968"").",19690401,Some new county records for British ants (Hymenoptera: Formicidae).,Entomol. Mon. Mag. 104:260.,"Initials given as K. F. J. See ANTBIB Misc. Notes, p.23.",PSW
5497,"Barrett, K. E. J.",1970.,19701125,"Ants in France, 1968-69.",Entomologist 103:270-274.,,PSW
7241,"Barrett, K. E. J.","1973 (""1972"").",19730925,"Some new records for British ants (Hym., Formicidae).",Entomol. Mon. Mag. 108:256.,,PSW
5452,"Barrett, K. E. J.",1974.,19740805,Distribution maps scheme for ants in Britain.,Entomol. Gaz. 25:212-216.,,PSW
7137,"Barrett, K. E. J.",1977.,1977,Provisional distribution maps of ants in the British Isles.,"Pp. 203-216 in: Brian, M. V.  Ants.  London: Collins, 223 pp.",,PSW
3923,"Barrett, K. E. J.",1979.,1979,"Provisional atlas of the insects of the British Isles. Part 5. Hymenoptera: Formicidae, Ants. 2nd ed.","Huntingdon, U.K.: Biological Records Centre, Institute of Terrestrial Ecology, 56 pp.",,PSW
7701,"Barrett, K. E. J.; Felton, F.",1965.,19650819,"The distribution of the wood ant, Formica rufa Linnaeus (Hymenoptera, Formicidae), in south-east England.",Entomologist 98:181-191.,,Seen(PSW)
5158,"Bart, K. M.; Farley, P. J.",1990.,19900124,Ultrastructure of Dufour's gland in Formica glacialis (Hymenoptera: Formicidae).,Trans. Am. Microsc. Soc. 109:107-110.,,PSW
4801,"Barth, R.",1960.,19601231,"Ueber den Bewegungsmechanismus der Mandibeln von Odontomachus chelifer Latr. (Hymenopt., Formicidae).",An. Acad. Bras. Cienc. 32:379-384.,,PSW
5722,"Bartz, S. H.; Hölldobler, B.",1982.,198204,Colony founding in Myrmecocystus mimicus Wheeler (Hymenoptera: Formicidae) and the evolution of foundress associations.,Behav. Ecol. Sociobiol. 10:137-147.,,PSW
8272,"Basibuyuk, H. H.; Quicke, D. L. J.",1995.,,Morphology of the antenna cleaner in the Hymenoptera with particular reference to non-aculeate families (Insecta).,Zool. Scr. 24:157-177.,"Comments on Formicidae pp. 171, 176. Not in Ward et al. (1996).",PSW
4717,"Bass, J. A.; Hays, S. B.",1976.,197601,Geographic location and identification of fire ant species in South Carolina.,J. Ga. Entomol. Soc. 11:34-36.,,PSW
